sentence,annotation
"These represent product, software/IT system or process and idea incubators that have the potential to revolutionize an automaker's business.","<Fact_No_Appeal>These represent product, software/IT system or process and idea incubators that have the potential to revolutionize an automaker's business.</Fact_No_Appeal>"
Lows from the mid 40s to mid 50s at low elevations to the upper 30s to mid 40s in colder valleys and peaks.,<Fact_No_Appeal>Lows from the mid 40s to mid 50s at low elevations to the upper 30s to mid 40s in colder valleys and peaks.</Fact_No_Appeal>
"In an interview with CNBC that aired in part on Thursday, Trump also said he was concerned that interest rate hikes would put the United States at a disadvantage.","<Appeal_Location>In an interview with <Recipient>CNBC</Recipient></Appeal_Location> <Appeal_Time>that aired in part on Thursday</Appeal_Time>, <Source:Named:Active_Participant>Trump</Source:Named:Active_Participant> also said <Fact_Appeal:Indirect_Quote>he was concerned that interest rate hikes would put the United States at a disadvantage.</Fact_Appeal:Indirect_Quote>"
"If people want to receive the care they're used to, McNea said, they need to help slow the spread of the novel coronavirus.","<Fact_Appeal:Indirect_Quote>If people want to receive the care they're used to, <Source:Named:null>McNea </Source:Named:null>said, they need to help slow the spread of the novel coronavirus.</Fact_Appeal:Indirect_Quote>"
"The main trick behind the hotel's 1,313-year longevity seems to be family experience and expertise.","<Fact_No_Appeal>The main trick behind the hotel's 1,313-year longevity seems to be family experience and expertise.</Fact_No_Appeal>"
Graves are dug at the Valle de Chalco cemetery on the outskirts of Mexico City: 50.6% of all Covid-19 deaths in Mexico were of people aged under 65.,<Fact_No_Appeal>Graves are dug at the Valle de Chalco cemetery on the outskirts of Mexico City: 50.6% of all Covid-19 deaths in Mexico were of people aged under 65.</Fact_No_Appeal>
"""The question is whether this is enough to make a difference to patients and their clinical course, and that we will have to wait for bigger trials,"" he said.","<Fact_Appeal:Direct_Quote>""The question is whether this is enough to make a difference to patients and their clinical course, and that we will have to wait for bigger trials,""</Fact_Appeal:Direct_Quote> <Source:Unnamed:null>he</Source:Unnamed:null> said."
"Now, Mr. DiBenedetto gives a sample to a driver heading that way to do the drop-off, letting the new fiber wiring hanging over his old route do the simple document delivery for him via email.","<Fact_No_Appeal>Now, Mr. DiBenedetto gives a sample to a driver heading that way to do the drop-off, letting the new fiber wiring hanging over his old route do the simple document delivery for him via email.</Fact_No_Appeal>"
A cord for a Radio Shack 300-baud modem!,A cord for a Radio Shack 300-baud modem!
"Millions of people around the world are under isolation orders to prevent the spread of coronavirus, but one man has spent the past three decades in isolation by choice.","<Fact_No_Appeal><Fact_No_Appeal>Millions of people around the world are under isolation orders to prevent the spread of coronavirus, but one man has spent the past three decades in isolation by choice.</Fact_No_Appeal></Fact_No_Appeal>"
Robert Sandler teaches a course on Jewish history at Stuyvesant High School in New York City.,<Fact_No_Appeal>Robert Sandler teaches a course on Jewish history at Stuyvesant High School in New York City.</Fact_No_Appeal>
Crews were to begin clearing some of the new debris so rescuers could start making their way into parts of the underground garage that is of particular interest.,<Fact_No_Appeal>Crews were to begin clearing some of the new debris so rescuers could start making their way into parts of the underground garage that is of particular interest.</Fact_No_Appeal>
"Rosen, a board member of Robert F. Kennedy Human Rights, moderated the panel, "" Why Emerging Manager Programs Still Matter: A Conversation with Leaders in Asset Management and Public Pension .""","<Fact_No_Appeal>Rosen, a board member of Robert F. Kennedy Human Rights, moderated the panel, "" Why Emerging Manager Programs Still Matter: A Conversation with Leaders in Asset Management and Public Pension .""</Fact_No_Appeal>"
"Hurd recently called the president's border crisis a ""myth"" and said a border wall is ""the most expensive and least effective way to do border security.""","<Fact_No_Appeal>Hurd recently called the president's border crisis a ""myth"" and said a border wall is ""the most expensive and least effective way to do border security.""</Fact_No_Appeal>"
"Former San Francisco 49ers quarterback Colin Kaepernick, who began the protest of not standing during the anthem in 2016 in what he said was a gesture on behalf of people who were oppressed because of their race, in a tweet Thursday thanked Stills and Wilson for taking a knee.","<Fact_No_Appeal>Former San Francisco 49ers quarterback Colin Kaepernick, who began the protest of not standing during the anthem in 2016 in what he said was a gesture on behalf of people who were oppressed because of their race, in a tweet Thursday thanked Stills and Wilson for taking a knee.</Fact_No_Appeal>"
"In a lengthy statement, Trump responded to revelations in a new book detailing fears from Milley that the outgoing president would stage a coup during his final weeks in office.","In a lengthy statement, <Source:Named:Active_Participant>Trump</Source:Named:Active_Participant> responded <Fact_Appeal:Indirect_Quote>to revelations in a new book detailing fears from Milley that the outgoing president would stage a coup during his final weeks in office.</Fact_Appeal:Indirect_Quote>"
"""Yes, we could have a hootenanny,"" the employee said, whispering that points would be counted.","<Fact_Appeal:Indirect_Quote>""Yes, we could have a hootenanny,""</Fact_Appeal:Indirect_Quote> <Source:Unnamed:Active_Participant>the employee</Source:Unnamed:Active_Participant> said, whispering that <Fact_Appeal:Indirect_Quote>points would be counted.</Fact_Appeal:Indirect_Quote>"
Both France and Germany have recently carried out major raids against Iranian spy-terror networks.,<Fact_No_Appeal>Both France and Germany have recently carried out major raids against Iranian spy-terror networks.</Fact_No_Appeal>
"He also said the unemployment rate ""plunged"" to 8.4%.","<Source:Unnamed:null>He</Source:Unnamed:null> also said <Fact_Appeal:Direct_Quote>the unemployment rate ""plunged"" to 8.4%.</Fact_Appeal:Direct_Quote>"
"""Because if the noodle itself doesn't have that kind of stringiness that allows for a really nice pull, it's probably not a great noodle."" (Short noodles excluded, of course.)","<Fact_No_Appeal>""Because if the noodle itself doesn't have that kind of stringiness that allows for a really nice pull, it's probably not a great noodle."" (Short noodles excluded, of course.)</Fact_No_Appeal>"
"The proposal, introduced in Anchor's governance forum on Feb. 25, officially went live for voting on Thursday.","<Fact_No_Appeal>The proposal, introduced in Anchor's governance forum on Feb. 25, officially went live for voting on Thursday.</Fact_No_Appeal>"
"That marks the first time since the first week of March 2020, just before the World Health Organization declared the coronavirus outbreak a pandemic, that most Americans in CNN polling said economic conditions were good.","<Fact_No_Appeal>That marks the first time since the first week of March 2020, just before the World Health Organization declared the coronavirus outbreak a pandemic, that most Americans in CNN polling said economic conditions were good.</Fact_No_Appeal>"
"Rosemary Lugo-Gross, of Jefferson Park, said she travels frequently for work so it is particularly difficult to improvise with child care.","<Source:Named:Active_Participant>Rosemary Lugo-Gross</Source:Named:Active_Participant>, of Jefferson Park, said <Fact_Appeal:Indirect_Quote>she travels frequently for work so it is particularly difficult to improvise with child care.</Fact_Appeal:Indirect_Quote>"
"Sen. Marco Rubio, Florida Republican, said Americans cannot be complacent or complicit about Chinese efforts to swipe American innovation.","Sen. Marco Rubio, Florida Republican, said Americans cannot be complacent or complicit about Chinese efforts to swipe American innovation."
"The anticipation of the vaccine was difficult, especially for those with loved ones in senior living communities.","<Fact_No_Appeal>The anticipation of the vaccine was difficult, especially for those with loved ones in senior living communities.</Fact_No_Appeal>"
